filename,width,height,class,xmin,ymin,xmax,ymax
mixed123.jpg,300,300,book,184,51,281,173
mixed123.jpg,300,300,cent,115,2,170,80
mixed123.jpg,300,300,water_bottle,1,41,62,146
mixed471.jpg,300,300,wallet,104,186,181,270
mixed471.jpg,300,300,wallet,168,131,241,189
mixed471.jpg,300,300,cent,67,84,118,158
mixed471.jpg,300,300,cent,142,44,181,122
purfume2.jpg,300,300,cent,173,63,292,273
mixed781.jpg,300,300,cent,17,94,94,251
mixed781.jpg,300,300,cent,159,86,229,261
mixed781.jpg,300,300,mug,102,86,158,163
mixed781.jpg,300,300,mug,235,72,300,155
mixed370.jpg,300,300,cent,41,27,129,221
mixed370.jpg,300,300,cent,201,3,265,186
mixed145.jpg,300,300,cent,2,84,92,251
mixed145.jpg,300,300,mug,89,48,152,134
mixed145.jpg,300,300,cent,164,80,230,255
mixed145.jpg,300,300,mug,228,35,297,126
purfume126.jpg,300,300,cent,167,39,297,275
mixed325.jpg,300,300,wallet,100,218,192,283
mixed325.jpg,300,300,wallet,166,168,250,210
mixed325.jpg,300,300,water_bottle,6,80,87,241
mixed325.jpg,300,300,water_bottle,102,57,155,189
mixed325.jpg,300,300,book,185,92,295,144
mixed927.jpg,300,300,book,34,9,276,271
mixed557.jpg,300,300,book,56,33,242,194
SmartPhone2.jpg,300,300,smartPhone,183,54,244,224
SmartPhone30.jpg,300,300,smartPhone,70,21,201,300
mixed1358.jpg,300,300,book,173,127,279,257
mixed1358.jpg,300,300,cent,61,164,107,248
mixed1358.jpg,300,300,cent,98,89,131,153
mixed1358.jpg,300,300,cent,11,23,77,161
purfume70.jpg,300,300,cent,167,22,297,293
mixed1218.jpg,300,300,book,52,39,244,206
mixed1357.jpg,300,300,cent,25,31,115,232
mixed1357.jpg,300,300,cent,183,19,258,215
mixed1026.jpg,300,300,water_bottle,29,122,89,235
mixed1026.jpg,300,300,water_bottle,106,90,136,191
mixed1026.jpg,300,300,wallet,77,235,130,290
mixed1026.jpg,300,300,wallet,137,199,181,238
mixed1026.jpg,300,300,book,142,92,198,161
mixed1026.jpg,300,300,book,216,94,287,155
mixed326.jpg,300,300,water_bottle,85,3,179,221
mixed170.jpg,300,300,wallet,73,166,231,259
mixed170.jpg,300,300,wallet,83,26,263,135
mixed853.jpg,300,300,cent,32,6,112,169
mixed853.jpg,300,300,wallet,139,131,284,287
mixed1089.jpg,300,300,book,63,21,259,250
purfume45.jpg,300,300,cent,165,40,279,290
mixed1205.jpg,300,300,book,79,128,158,270
mixed1205.jpg,300,300,book,200,133,277,242
mixed1205.jpg,300,300,water_bottle,24,1,95,126
mixed1205.jpg,300,300,cent,165,47,196,121
mixed1314.jpg,300,300,book,59,33,212,187
mixed1081.jpg,300,300,mug,11,54,116,179
mixed1081.jpg,300,300,mug,129,51,220,175
purfume80.jpg,300,300,cent,102,5,194,290
purfume42.jpg,300,300,cent,175,27,287,271
mixed1139.jpg,300,300,book,43,126,184,186
mixed1139.jpg,300,300,cent,129,177,188,245
mixed1139.jpg,300,300,cent,229,141,288,213
mixed1139.jpg,300,300,water_bottle,66,28,124,129
mixed608.jpg,300,300,book,13,38,252,269
SmartPhone73.jpg,300,300,smartPhone,92,2,203,295
mixed112.jpg,300,300,cent,29,125,89,254
mixed112.jpg,300,300,cent,84,107,123,198
mixed112.jpg,300,300,water_bottle,147,6,204,196
mixed112.jpg,300,300,water_bottle,227,1,286,216
mixed1367.jpg,300,300,book,50,72,184,266
mixed1367.jpg,300,300,book,173,83,265,215
mixed1281.jpg,300,300,cent,22,141,80,205
mixed1281.jpg,300,300,cent,103,108,137,166
mixed1281.jpg,300,300,water_bottle,177,73,251,221
mixed1182.jpg,300,300,cent,65,62,130,183
mixed1182.jpg,300,300,cent,187,42,256,165
mixed879.jpg,300,300,cent,22,141,87,207
mixed879.jpg,300,300,cent,101,111,145,169
mixed879.jpg,300,300,water_bottle,183,66,256,223
mixed1048.jpg,300,300,cent,55,47,118,204
mixed1048.jpg,300,300,cent,163,37,213,170
mixed898.jpg,300,300,cent,8,102,85,255
mixed898.jpg,300,300,mug,97,97,155,171
mixed898.jpg,300,300,mug,226,77,297,158
mixed898.jpg,300,300,cent,150,96,217,267
purfume81.jpg,300,300,cent,64,10,233,285
mixed162.jpg,300,300,mug,14,50,102,166
mixed162.jpg,300,300,cent,182,27,282,269
mixed162.jpg,300,300,mug,205,1,292,49
purfume93.jpg,300,300,cent,159,58,258,267
mixed1109.jpg,300,300,book,24,25,275,246
purfume145.jpg,300,300,cent,119,20,296,277
mixed931.jpg,300,300,wallet,81,165,225,259
mixed931.jpg,300,300,wallet,83,30,261,129
purfume90.jpg,300,300,cent,153,47,261,276
mixed1235.jpg,300,300,water_bottle,21,66,103,200
mixed1235.jpg,300,300,water_bottle,143,55,193,177
mixed1235.jpg,300,300,wallet,72,204,153,253
mixed1235.jpg,300,300,wallet,179,181,274,226
SmartPhone16.jpg,300,300,smartPhone,91,1,218,295
mixed842.jpg,300,300,book,27,43,240,264
mixed1198.jpg,300,300,wallet,189,186,281,300
mixed1198.jpg,300,300,cent,45,88,102,188
mixed1198.jpg,300,300,cent,118,129,171,226
mixed1198.jpg,300,300,mug,125,53,172,122
mixed1198.jpg,300,300,mug,228,77,300,169
mixed1104.jpg,300,300,water_bottle,44,68,103,171
mixed1104.jpg,300,300,book,105,141,242,210
mixed1104.jpg,300,300,cent,254,149,300,202
mixed1104.jpg,300,300,cent,251,116,283,165
purfume140.jpg,300,300,cent,105,105,197,208
mixed1155.jpg,300,300,book,40,22,260,239
mixed1385.jpg,300,300,mug,132,4,223,143
purfume142.jpg,300,300,cent,177,74,274,271
mixed757.jpg,300,300,book,61,107,256,200
purfume99.jpg,300,300,cent,74,8,222,285
mixed1275.jpg,300,300,water_bottle,114,98,158,202
mixed1269.jpg,300,300,wallet,71,28,259,135
mixed1269.jpg,300,300,wallet,70,167,233,265
mixed657.jpg,300,300,water_bottle,88,35,194,243
mixed1071.jpg,300,300,water_bottle,35,113,95,231
mixed1071.jpg,300,300,water_bottle,109,81,143,189
mixed1071.jpg,300,300,book,143,85,202,154
mixed1071.jpg,300,300,book,221,89,288,153
mixed1071.jpg,300,300,wallet,79,221,130,284
mixed1071.jpg,300,300,wallet,138,190,184,231
SmartPhone35.jpg,300,300,smartPhone,186,68,263,247
mixed1263.jpg,300,300,water_bottle,89,62,141,187
mixed1260.jpg,300,300,water_bottle,83,75,124,157
mixed1260.jpg,300,300,book,71,171,148,230
mixed1260.jpg,300,300,book,138,119,220,168
mixed1260.jpg,300,300,cent,233,110,265,149
mixed1148.jpg,300,300,book,47,26,252,186
mixed171.jpg,300,300,wallet,68,165,154,237
mixed171.jpg,300,300,wallet,163,139,263,227
mixed171.jpg,300,300,cent,91,28,140,123
mixed171.jpg,300,300,cent,167,26,214,135
mixed1100.jpg,300,300,wallet,120,180,223,294
mixed1100.jpg,300,300,wallet,194,110,285,179
mixed1100.jpg,300,300,cent,66,45,116,167
mixed1100.jpg,300,300,cent,155,7,195,115
purfume15.jpg,300,300,cent,72,13,224,254
mixed1224.jpg,300,300,water_bottle,34,62,116,197
mixed1224.jpg,300,300,water_bottle,150,55,209,181
mixed1224.jpg,300,300,wallet,72,201,172,252
mixed1224.jpg,300,300,wallet,187,184,286,232
purfume25.jpg,300,300,cent,51,85,120,223
mixed767.jpg,300,300,book,27,167,203,259
mixed767.jpg,300,300,book,20,60,147,149
mixed767.jpg,300,300,book,203,92,300,187
mixed1170.jpg,300,300,mug,127,7,220,145
mixed989.jpg,300,300,cent,5,85,87,246
mixed989.jpg,300,300,cent,154,75,221,256
mixed989.jpg,300,300,mug,94,79,154,157
mixed989.jpg,300,300,mug,229,63,300,152
mixed1014.jpg,300,300,wallet,96,199,200,265
mixed1014.jpg,300,300,wallet,190,166,276,206
mixed1014.jpg,300,300,water_bottle,34,65,106,212
mixed1014.jpg,300,300,water_bottle,133,50,193,173
purfume86.jpg,300,300,cent,36,8,264,289
mixed235.jpg,300,300,water_bottle,68,40,137,169
mixed235.jpg,300,300,wallet,50,182,133,227
mixed235.jpg,300,300,wallet,159,187,262,258
mixed235.jpg,300,300,water_bottle,181,51,255,181
mixed500.jpg,300,300,book,17,162,113,235
mixed500.jpg,300,300,water_bottle,117,22,156,148
mixed500.jpg,300,300,water_bottle,187,18,224,155
mixed500.jpg,300,300,cent,160,167,198,230
mixed500.jpg,300,300,cent,234,144,272,208
mixed961.jpg,300,300,mug,57,89,124,166
mixed961.jpg,300,300,mug,141,104,218,208
mixed308.jpg,300,300,cent,33,32,120,222
mixed308.jpg,300,300,cent,190,4,251,188
mixed1066.jpg,300,300,mug,29,58,94,171
mixed1066.jpg,300,300,mug,154,30,209,131
mixed184.jpg,300,300,book,155,26,277,239
mixed184.jpg,300,300,wallet,49,187,133,286
mixed184.jpg,300,300,wallet,51,86,134,156
mixed429.jpg,300,300,wallet,122,19,237,134
mixed429.jpg,300,300,wallet,115,163,219,282
mixed736.jpg,300,300,water_bottle,109,90,161,194
mixed736.jpg,300,300,cent,1,132,19,207
purfume108.jpg,300,300,cent,156,47,300,294
purfume155.jpg,300,300,cent,62,1,241,296
SmartPhone60.jpg,300,300,smartPhone,111,32,186,270
mixed119.jpg,300,300,water_bottle,95,3,171,284
mixed119.jpg,300,300,water_bottle,201,17,260,244
SmartPhone84.jpg,300,300,smartPhone,38,42,151,278
mixed897.jpg,300,300,mug,59,115,120,207
mixed897.jpg,300,300,mug,162,100,222,193
mixed897.jpg,300,300,cent,175,9,213,92
mixed173.jpg,300,300,cent,23,180,60,237
mixed173.jpg,300,300,water_bottle,152,118,197,226
mixed1267.jpg,300,300,cent,68,135,103,238
mixed1267.jpg,300,300,cent,118,104,144,184
mixed1267.jpg,300,300,wallet,130,207,193,288
mixed1267.jpg,300,300,wallet,154,151,215,204
mixed1267.jpg,300,300,book,154,69,215,109
mixed1267.jpg,300,300,water_bottle,226,4,269,135
mixed820.jpg,300,300,water_bottle,17,78,113,212
mixed820.jpg,300,300,water_bottle,142,58,194,177
mixed820.jpg,300,300,book,200,96,300,155
mixed820.jpg,300,300,wallet,92,208,179,268
mixed820.jpg,300,300,wallet,192,182,277,226
mixed327.jpg,300,300,water_bottle,4,1,104,291
mixed327.jpg,300,300,water_bottle,166,5,256,254
purfume46.jpg,300,300,cent,93,56,202,248
mixed1300.jpg,300,300,cent,18,35,107,246
mixed1300.jpg,300,300,cent,174,35,245,225
mixed521.jpg,300,300,book,61,140,186,199
mixed521.jpg,300,300,water_bottle,45,55,106,147
mixed521.jpg,300,300,cent,183,164,234,229
mixed521.jpg,300,300,cent,238,128,280,190
mixed1217.jpg,300,300,water_bottle,94,7,178,209
mixed1138.jpg,300,300,book,153,17,278,222
mixed1138.jpg,300,300,wallet,42,179,126,280
mixed1138.jpg,300,300,wallet,53,70,134,144
mixed578.jpg,300,300,wallet,71,163,229,263
mixed578.jpg,300,300,wallet,74,32,259,140
purfume37.jpg,300,300,cent,5,74,110,237
mixed137.jpg,300,300,book,31,44,216,215
mixed172.jpg,300,300,cent,91,63,151,197
mixed172.jpg,300,300,cent,213,38,279,200
mixed172.jpg,300,300,cent,11,134,83,184
mixed172.jpg,300,300,mug,145,64,202,133
mixed172.jpg,300,300,mug,274,36,300,116
SmartPhone67.jpg,300,300,smartPhone,110,36,192,264
mixed852.jpg,300,300,cent,59,63,129,188
mixed852.jpg,300,300,cent,183,42,247,171
mixed830.jpg,300,300,book,10,160,107,230
mixed830.jpg,300,300,cent,152,169,190,228
mixed830.jpg,300,300,cent,224,143,267,210
mixed830.jpg,300,300,water_bottle,110,18,148,146
mixed830.jpg,300,300,water_bottle,174,22,218,154
mixed990.jpg,300,300,book,24,48,222,263
purfume29.jpg,300,300,cent,172,36,296,290
mixed1137.jpg,300,300,water_bottle,19,94,112,263
mixed1137.jpg,300,300,water_bottle,151,86,225,263
purfume13.jpg,300,300,cent,72,5,230,293
SmartPhone4.jpg,300,300,smartPhone,69,28,228,263
mixed644.jpg,300,300,wallet,77,29,192,230
mixed344.jpg,300,300,book,20,19,241,223
purfume129.jpg,300,300,cent,44,13,256,285
mixed1078.jpg,300,300,mug,10,93,64,164
mixed1078.jpg,300,300,mug,91,82,152,158
mixed1078.jpg,300,300,mug,182,45,229,105
mixed1078.jpg,300,300,mug,225,81,300,186
SmartPhone17.jpg,300,300,smartPhone,100,52,197,249
mixed945.jpg,300,300,book,42,52,144,239
mixed945.jpg,300,300,book,187,74,254,203
mixed1268.jpg,300,300,wallet,77,170,155,241
mixed1268.jpg,300,300,wallet,160,143,263,233
mixed1268.jpg,300,300,cent,94,31,136,129
mixed1268.jpg,300,300,cent,173,33,209,140
purfume163.jpg,300,300,cent,12,2,294,298
mixed731.jpg,300,300,water_bottle,81,5,155,288
mixed731.jpg,300,300,water_bottle,189,26,243,242
mixed991.jpg,300,300,book,16,173,165,244
mixed991.jpg,300,300,book,26,50,146,152
mixed991.jpg,300,300,book,186,98,277,202
SmartPhone33.jpg,300,300,smartPhone,78,2,220,295
mixed941.jpg,300,300,wallet,174,148,265,265
mixed941.jpg,300,300,cent,94,90,154,194
mixed941.jpg,300,300,cent,11,43,76,155
mixed941.jpg,300,300,mug,102,13,154,85
mixed941.jpg,300,300,mug,211,35,288,128
mixed598.jpg,300,300,wallet,66,163,230,266
mixed598.jpg,300,300,wallet,66,17,261,122
purfume66.jpg,300,300,cent,96,62,206,241
purfume17.jpg,300,300,cent,79,13,230,267
mixed562.jpg,300,300,book,42,47,268,245
mixed424.jpg,300,300,cent,6,90,96,251
mixed424.jpg,300,300,cent,162,94,227,262
mixed424.jpg,300,300,mug,88,60,147,139
mixed424.jpg,300,300,mug,225,51,289,135
mixed1305.jpg,300,300,water_bottle,48,71,106,176
mixed1305.jpg,300,300,book,108,142,238,215
mixed1305.jpg,300,300,cent,256,149,300,203
mixed1305.jpg,300,300,cent,242,117,286,166
mixed1287.jpg,300,300,book,67,21,270,251
SmartPhone72.jpg,300,300,smartPhone,119,18,193,284
mixed576.jpg,300,300,water_bottle,10,40,65,177
mixed576.jpg,300,300,water_bottle,215,37,269,229
mixed576.jpg,300,300,cent,92,137,138,224
mixed576.jpg,300,300,cent,140,102,168,173
mixed1234.jpg,300,300,book,47,141,141,258
mixed1234.jpg,300,300,water_bottle,38,9,92,142
mixed1234.jpg,300,300,cent,153,76,181,143
mixed1234.jpg,300,300,book,190,85,261,197
mixed626.jpg,300,300,water_bottle,62,22,122,125
mixed626.jpg,300,300,water_bottle,192,15,242,126
mixed626.jpg,300,300,book,70,135,236,199
mixed626.jpg,300,300,wallet,8,198,87,253
mixed626.jpg,300,300,wallet,122,195,251,271
mixed198.jpg,300,300,book,33,46,256,271
mixed1163.jpg,300,300,water_bottle,42,64,121,231
mixed1163.jpg,300,300,water_bottle,130,6,178,168
mixed1163.jpg,300,300,cent,222,101,269,180
mixed1163.jpg,300,300,cent,188,198,239,282
mixed157.jpg,300,300,water_bottle,15,9,89,154
mixed157.jpg,300,300,cent,105,72,146,139
mixed157.jpg,300,300,book,195,99,272,216
mixed157.jpg,300,300,cent,90,166,136,250
purfume72.jpg,300,300,cent,163,55,266,257
mixed253.jpg,300,300,mug,47,109,131,167
mixed253.jpg,300,300,mug,137,89,298,241
mixed995.jpg,300,300,water_bottle,141,15,185,184
mixed995.jpg,300,300,water_bottle,195,33,273,218
mixed995.jpg,300,300,cent,22,147,81,233
mixed995.jpg,300,300,cent,78,100,115,176
mixed1227.jpg,300,300,cent,78,59,123,141
mixed1227.jpg,300,300,cent,152,24,190,113
mixed1227.jpg,300,300,wallet,180,117,249,177
mixed1227.jpg,300,300,wallet,113,167,188,256
mixed139.jpg,300,300,water_bottle,6,84,92,241
mixed139.jpg,300,300,water_bottle,106,58,159,182
mixed139.jpg,300,300,wallet,169,172,255,213
mixed139.jpg,300,300,wallet,99,216,194,284
mixed139.jpg,300,300,book,193,98,300,139
mixed1310.jpg,300,300,wallet,66,165,229,266
mixed1310.jpg,300,300,wallet,65,21,251,127
mixed114.jpg,300,300,mug,79,107,207,196
mixed1132.jpg,300,300,cent,56,168,104,250
mixed1132.jpg,300,300,book,165,132,272,253
mixed1132.jpg,300,300,water_bottle,9,22,77,163
mixed1132.jpg,300,300,cent,91,88,127,152
mixed888.jpg,300,300,mug,46,104,109,176
mixed888.jpg,300,300,mug,140,114,199,205
mixed888.jpg,300,300,cent,194,42,226,121
mixed1298.jpg,300,300,cent,133,193,198,267
mixed1298.jpg,300,300,cent,237,152,295,219
mixed1298.jpg,300,300,water_bottle,47,30,110,134
mixed1298.jpg,300,300,book,26,132,179,202
purfume148.jpg,300,300,cent,78,41,225,250
mixed748.jpg,300,300,mug,184,95,300,277
mixed748.jpg,300,300,mug,1,102,82,274
purfume96.jpg,300,300,cent,100,33,199,256
mixed793.jpg,300,300,mug,66,114,147,170
mixed793.jpg,300,300,mug,156,95,300,226
mixed856.jpg,300,300,cent,44,80,102,210
mixed856.jpg,300,300,cent,153,27,202,149
mixed1317.jpg,300,300,wallet,72,60,216,132
mixed1317.jpg,300,300,wallet,54,161,195,246
mixed1169.jpg,300,300,mug,6,111,63,184
mixed1169.jpg,300,300,mug,82,96,147,176
mixed1169.jpg,300,300,mug,181,44,229,108
mixed1169.jpg,300,300,mug,237,68,300,177
purfume123.jpg,300,300,cent,160,67,290,278
mixed459.jpg,300,300,water_bottle,83,35,187,243
purfume57.jpg,300,300,cent,157,25,286,282
purfume109.jpg,300,300,cent,110,18,205,262
mixed776.jpg,300,300,cent,20,90,90,230
mixed776.jpg,300,300,cent,156,94,211,242
mixed776.jpg,300,300,mug,83,67,142,139
mixed776.jpg,300,300,mug,208,58,271,142
mixed627.jpg,300,300,water_bottle,23,63,125,234
mixed627.jpg,300,300,water_bottle,158,65,238,243
mixed372.jpg,300,300,water_bottle,37,64,103,162
mixed372.jpg,300,300,cent,217,166,280,236
mixed372.jpg,300,300,cent,260,134,293,182
mixed372.jpg,300,300,book,79,153,215,216
mixed1231.jpg,300,300,book,43,46,178,193
SmartPhone49.jpg,300,300,smartPhone,84,10,217,292
mixed906.jpg,300,300,mug,8,104,96,211
mixed906.jpg,300,300,mug,174,85,231,183
mixed906.jpg,300,300,mug,253,72,300,137
mixed972.jpg,300,300,wallet,69,177,156,264
mixed972.jpg,300,300,wallet,159,138,255,221
mixed972.jpg,300,300,cent,66,31,117,138
mixed972.jpg,300,300,cent,158,29,193,133
mixed1128.jpg,300,300,wallet,58,165,223,267
mixed1128.jpg,300,300,wallet,54,20,250,123
mixed969.jpg,300,300,water_bottle,86,22,183,223
mixed108.jpg,300,300,mug,14,95,74,167
mixed108.jpg,300,300,mug,95,84,157,161
mixed108.jpg,300,300,mug,189,38,236,102
mixed108.jpg,300,300,mug,238,77,300,182
mixed1156.jpg,300,300,cent,40,112,105,233
mixed1156.jpg,300,300,cent,153,122,206,244
mixed1156.jpg,300,300,mug,105,63,155,136
mixed1156.jpg,300,300,mug,227,56,292,145
purfume141.jpg,300,300,cent,135,44,158,141
purfume141.jpg,300,300,cent,261,175,291,272
SmartPhone19.jpg,300,300,smartPhone,100,67,234,210
mixed1082.jpg,300,300,cent,92,31,137,127
mixed1082.jpg,300,300,cent,171,33,209,131
mixed1082.jpg,300,300,wallet,74,167,152,242
mixed1082.jpg,300,300,wallet,162,142,260,231
purfume111.jpg,300,300,cent,78,42,226,281
